pathway	pval	padj	log2err	ES	NES	size	leadingEdge	contrast	method
HALLMARK_ALLOGRAFT_REJECTION	3.02173833158086e-22	1.51086916579043e-20	1.22105375677186	-0.600825836203121	-2.87745631890226	171	SRGN CD74 PRKCB HLA-DRA HLA-DMA PTPRC CD79A THY1 WAS GBP2 CD4 CTSS LTB FLNA IL2RG MMP9 HCLS1 CAPG HLA-DOB NCF4 CD3E ITGAL ITGB2 HLA-DMB CCL19 ITK CD3D IRF8 LY75 ELF4 CXCL13 TAP1 SPI1 LY86 CXCL9 ICAM1 MAP4K1 FYB1 CD247 FAS IL27RA FGR JAK2 CD96 IRF4 CD28 HLA-DOA CD2 ZAP70 PRKCG ETS1 SOCS1 ST8SIA4 LCK IL4R CSF1 HLA-E IL2RA WARS1 ACHE CD3G HLA-G TAP2 NOS2 IL16 PTPN6 IL2RB CARTPT B2M CD40LG UBE2D1 CD86 ABI1 CD47 LYN STAB1 CD8A LIF LCP2 TRAT1 TAPBP HDAC9	clusterPanc	qq_qn
HALLMARK_ANDROGEN_RESPONSE	0.101694915254237	0.149551345962114	0.151148761385484	0.361649673543247	1.29273585191079	98	AZGP1 HOMER2 TMPRSS2 DNAJB9 ELL2 CCND1 MAP7 KRT8 CDC14B PGM3 INSIG1 LMAN1 GUCY1A1 SEC24D PTPN21 UAP1 AKT1 H1-0 ANKH ABHD2 PDLIM5 SORD TPD52 ALDH1A3 STEAP4 ZBTB10	clusterPanc	qq_qn
HALLMARK_ANGIOGENESIS	0.00398313190963611	0.00999111065382724	0.407017918923954	0.600431832931122	1.71284342695506	29	KCNJ8 APOH FGFR1 VEGFA SERPINA5 SPP1 THBD TNFRSF21 VAV2 JAG2 PF4 PDGFA LRPAP1 POSTN TIMP1 LUM	clusterPanc	qq_qn
HALLMARK_APICAL_JUNCTION	1.22456615198189e-05	5.56620978173589e-05	0.593325476396405	-0.363223511683922	-1.74826007058563	174	PTPRC SDC3 THY1 CDH11 SKAP2 CADM3 SIRPA MMP9 ZYX MSN FSCN1 RHOF CADM2 ARHGEF6 MYL9 CLDN11 LAMB3 ICAM1 FYB1 ITGA9 ACTG2 EPB41L2 VASP ICAM5 CLDN5 PFN1 VWF IKBKG NLGN2 ITGA2 MYH9 ADRA1B PECAM1 SLC30A3 TGFBI MMP2 RAC2 SLIT2 NRXN2 AMIGO2 ARPC2 CLDN8 FLNC LAMA3 TRAF1 FBN1 CLDN15 YWHAH CAP1 CALB2 CD86 ADAM23 CDH3 CNN2 PLCG1 VCL ITGB4 VCAM1 CLDN14 NFASC TNFRSF11B PIK3R3 SYK CD209 ADAM9 AKT3 CX3CL1 NEGR1 PARD6G VCAN ICAM2 CD34	clusterPanc	qq_qn
HALLMARK_APICAL_SURFACE	0.0394942998475473	0.0617098435117926	0.321775918075361	-0.394790732133948	-1.45369246934849	37	THY1 MAL SULF2 IL2RG CRYBG1 NTNG1 GATA3 ATP6V0A4 AFAP1L2 IL2RB LYN ADAM10 CX3CL1 RHCG MDGA1	clusterPanc	qq_qn
HALLMARK_APOPTOSIS	0.00455173990469194	0.0108374759635522	0.407017918923954	-0.314918407489746	-1.50242034787057	152	HMOX1 LGALS3 FEZ1 EMP1 EGR3 PEA15 TOP2A CD38 SPTAN1 PLCB2 IRF1 TAP1 SAT1 ISG20 RHOB HMGB2 BIRC3 FAS LEF1 ANXA1 CASP3 CD2 CASP1 PLAT PLPPR4 BIK MMP2 PAK1 CD69 DPYD CASP8 DCN PPP3R1 SLC20A1 TSPO CDC25B HGF IFITM3 RARA GPX1 PMAIP1 SOD1 CFLAR GADD45A ADD1 PDGFRB BID F2R IFNB1 PSEN1 PRF1 IFNGR1 CDKN1B EBP BCL10 BMF ENO2 RNASEL	clusterPanc	qq_qn
HALLMARK_BILE_ACID_METABOLISM	0.00284013324940483	0.00788925902612452	0.431707695803346	0.464147277247427	1.63894548791996	93	TTR GC RBP1 ALDH1A1 EPHX2 NR0B2 SLC29A1 ABCA5 MLYCD NUDT12 PEX7 PHYH ABCD3 GCLM SERPINA6 ABCA3 IDH1 ISOC1 PEX12 SLC35B2 EFHC1 SCP2 ABCD1 HSD3B7 PEX11A HSD17B11 PEX6 TFCP2L1 LONP2 LIPE NR3C2 FADS2	clusterPanc	qq_qn
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.131713554987212	0.188162221410303	0.135002033828631	0.376517196237756	1.27028653977522	68	TMEM97 ERRFI1 NIBAN1 ALCAM TP53INP1 CLU CHKA TNFRSF12A CYP51A1 LSS CBS TM7SF2 ANXA5 MAL2 GUSB FBXO6 PMVK NFIL3 LDLR HSD17B7 GSTM2	clusterPanc	qq_qn
HALLMARK_COAGULATION	0.00842807428338189	0.0181983957378142	0.380730400722792	-0.330316405454729	-1.49684572235722	111	SPARC APOC1 ITGB3 MMP9 FYN PLEK S100A1 WDR1 A2M FN1 THBS1 C1S LRP1 C1QA VWF RAPGEF3 CAPN5 ANXA1 CD9 ITGA2 DUSP6 MSRB2 CFH PLAT PLAU S100A13 CTSB PECAM1 HTRA1 MMP2 PROS1 SH2B2 FBN1 GP1BA APOA1 SERPINE1 CTSH LGMN C1R	clusterPanc	qq_qn
HALLMARK_COMPLEMENT	2.87040273399074e-07	2.05028766713625e-06	0.674962860011025	-0.39762830216557	-1.91385651327481	174	WAS SPOCK2 PSMB9 APOC1 CTSS LGALS3 PIK3CG DGKH FYN DOCK10 PLEK CTSC HPCAL4 COL4A2 KYNU CR1 KCNIP2 APOBEC3G IRF1 ERAP2 CDH13 CALM3 MT3 PDP1 FN1 C1QC EHD1 PLA2G7 C1S LRP1 JAK2 DOCK4 S100A9 C1QA PFN1 GNGT2 CA2 CASP3 ZFPM2 DUSP6 CASP1 GRB2 LAP3 CFH PLAT S100A13 GATA3 CTSB CDK5R1 DOCK9 GMFB LCK FCER1G SH2B3 GNB4 GP1BA CD40LG PIK3R5 SERPINE1 CALM1 CTSH LYN LIPA FCN1 ATOX1 LGMN C1R LCP2 ITGAM CSRP1 HSPA1A ADAM9 CTSD PIM1 PIK3CA	clusterPanc	qq_qn
HALLMARK_DNA_REPAIR	0.520564042303173	0.619719097979968	0.0512184348540341	0.260936131652144	0.978524204646985	144	BCAM NUDT9 SEC61A1 TMED2 SRSF6 ELOA DCTN4 STX3 POLL POLR1D NME3 IMPDH2 COX17 CCNO TAF9 NT5C3A MRPL40 GTF2F1 MPG SMAD5 TARBP2 POLB SURF1 UMPS POLR1C REV3L POLR2I NELFE ERCC3 AAAS TAF10 TSG101 APRT FEN1 DAD1 HPRT1 NELFCD POLR2D BCAP31 EDF1 POLR2H	clusterPanc	qq_qn
HALLMARK_E2F_TARGETS	1.9919789876129e-14	3.31996497935484e-13	0.97599468306432	-0.499988722161626	-2.41916850975536	190	JPT1 CIT STMN1 CKS2 LMNB1 MCM6 TOP2A AURKB MKI67 UBE2T KPNA2 PLK1 DDX39A DNMT1 HELLS HMGB2 MCM4 BARD1 PTTG1 POLE4 CHEK2 TFRC SPC24 CDK1 MCM3 CCNB2 TACC3 SMC4 DLGAP5 KIF18B KIF22 BUB1B GINS4 CHEK1 HMMR ANP32E DCK RRM2 KIF4A TK1 GINS1 CTPS1 KIF2C CDC20 PSIP1 POLE SLBP RNASEH2A CDC25B UBE2S PLK4 PMS2 SUV39H1 POLA2 RAD51AP1 H2AX LBR CDKN3 MCM2 BRCA2 SHMT1 SMC6 NASP TP53 TUBB ORC6 RAD1 DCLRE1B CCNE1 MSH2 H2AZ1 NCAPD2 E2F8 HMGA1 SPC25 EZH2 DEPDC1 MCM5 CDKN1B ASF1B RAD51C RFC3	clusterPanc	qq_qn
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.39819771921216e-05	5.82582383005065e-05	0.593325476396405	-0.372471423915582	-1.78382850366322	171	TNC THY1 SPARC CDH11 IGFBP3 SPOCK1 ACTA2 MYLK LGALS1 EMP3 ABI3BP FLNA ITGB3 NT5E CAPG GLIPR1 MYL9 COL4A2 WIPF1 SLIT3 DPYSL3 FSTL1 FGF2 SAT1 FN1 THBS1 RHOB FAS LRP1 TPM4 MATN2 SFRP1 TPM2 COL12A1 SDC1 ITGA2 COL4A1 COL5A3 PRRX1 TGM2 DAB2 NNMT GJA1 TGFBI TAGLN HTRA1 MMP2 PMP22 SLIT2 ITGA5 PCOLCE2 VIM LAMA3 FBN1 DCN IGFBP4 COL6A2 EDIL3 COL1A1 CAP2 SERPINE1 AREG VCAM1 SGCD ID2 TNFRSF11B GADD45A ECM2 NID2 DST CDH2 COL5A2 TGFB1 PDGFRB VCAN TNFAIP3 FERMT2 PDLIM4 GEM THBS2 EFEMP2 COL5A1 SERPINE2 ECM1	clusterPanc	qq_qn
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0112290325658306	0.0224580651316613	0.380730400722792	0.373652023700026	1.44818407582928	180	SLC7A2 RAB17 RHOBTB3 PAPSS2 ABAT XBP1 MUC1 MINDY1 ESRP2 SYBU ADCY1 WWC1 LRIG1 STC2 ELF3 CCND1 RHOD OVOL2 KRT8 CLDN7 ANXA9 SLC1A4 TOB1 TTC39A SLC39A6 WFS1 PODXL PGR CD44 TMEM164 RETREG1 IGF1R PRSS23 PDZK1 ABCA3 TBC1D30 KCNK5 PLAAT3 KRT18 DEPTOR ADCY9 SLC19A2 DHRS3 ABHD2 FRK ABLIM1 SLC22A5 MAST4 TPD52L1 CXCL12 CA12 PEX11A CISH CBFA2T3 SYT12 KDM4B FLNB FARP1 NAV2 RBBP8 LAD1 FKBP4 TFF3 HES1 TMPRSS3 NPY1R AFF1 BAG1 DHRS2	clusterPanc	qq_qn
HALLMARK_ESTROGEN_RESPONSE_LATE	0.00126539688099632	0.0037217555323421	0.45505986738723	0.406798027957071	1.57259867909713	178	HOMER2 IMPA2 SERPINA3 CDH1 PAPSS2 KLK11 XBP1 CPE LLGL2 DNAJC12 PKP3 PERP SLC29A1 SERPINA1 TSPAN13 CACNA2D2 CCND1 MAPK13 ST14 SERPINA5 LSR OVOL2 PCP4 ANXA9 SLC1A4 TOB1 PRLR MDK BTG3 WFS1 PLXNB1 PGR CD44 FGFR3 DLG5 UNC13B PRSS23 GFUS PDZK1 ABCA3 PDCD4 DNAJC1 KCNK5 PLAAT3	clusterPanc	qq_qn
HALLMARK_FATTY_ACID_METABOLISM	0.0617715617715618	0.0935932754114572	0.193813302725311	0.345743297794103	1.30405258258859	148	CEL ALDH1A1 CRYZ GAD2 MLYCD PCBD1 HADH CRAT EPHX1 CD36 ACADL OSTC ECI2 ECI1 ERP29 REEP6 ETFDH ACSM3 MCEE ACOX1 MAOA EHHADH IDH1 D2HGDH IL4I1 MIX23 HSD17B10 SLC22A5 ALDH3A2 UGDH ACAA2 GPD2	clusterPanc	qq_qn
HALLMARK_G2M_CHECKPOINT	1.02524697631497e-09	9.97245188574418e-09	0.788186810800237	-0.437008537933737	-2.10442134504257	188	JPT1 STMN1 CKS2 LMNB1 E2F3 MCM6 TOP2A INCENP AURKB MKI67 KPNA2 PLK1 DDX39A TPX2 CCNF NUSAP1 BARD1 PTTG1 KNL1 E2F1 KIF20B CDK1 MCM3 CCNB2 SLC12A2 TACC3 SMC4 SLC38A1 KIF22 SMC2 CHEK1 HMMR DBF4 PRC1 KIF4A KIF2C RAD54L CDC20 HOXC10 CDC6 SLC7A5 E2F2 POLE CDC25B SQLE CDC7 KIF11 TROAP TNPO2 UBE2S PLK4 CENPA SUV39H1 POLA2 H2AX ODF2 BUB1 LBR CDKN3 MCM2 GINS2 DTYMK BRCA2 CHAF1A TGFB1 NASP TLE3 NEK2 CDC45 ORC6 H2AZ1 HMGA1 STIL HIRA KIF23 EZH2 MCM5 CDKN1B CHMP1A NOTCH2 KATNA1 SMAD3 UBE2C	clusterPanc	qq_qn
HALLMARK_GLYCOLYSIS	0.199774266365689	0.269965224818498	0.0985499803531691	0.293238918278869	1.13652249935568	180	SLC37A4 SDC2 PLOD2 STC2 VEGFA DDIT4 ELF3 CHPF P4HA2 CLDN3 PAM RRAGD HDLBP HS6ST2 PKP2 PHKA2 CYB5A IER3 CACNA1H CITED2 GFPT1 CD44 GMPPA ANG GFUS QSOX1 COPB2 B4GALT4 DSC2 ANGPTL4 NOL3 IDH1 HAX1 SOX9 B4GALT2 IDUA GALK2 CTH HSPA5 GUSB MXI1 ANKZF1 GNE	clusterPanc	qq_qn
HALLMARK_HEDGEHOG_SIGNALING	0.438375350140056	0.54796918767507	0.0676760401641789	0.340750593374014	1.003067474774	33	NKX6-1 NRCAM SCG2 VEGFA ADGRG1	clusterPanc	qq_qn
HALLMARK_HEME_METABOLISM	0.473325766174801	0.577226544115612	0.0540088272801684	0.255981966677354	0.989341447707819	176	TENT5C BCAM RAP1GAP ELL2 P4HA2 HBZ MARCHF8 TNS1 BTG2 GCLM ERMAP EPOR SPTB ATG4A SLC25A38 FBXO9 H1-0 SLC6A9 KHNYN SIDT2 CTNS ASNS DCAF10 HBQ1 MINPP1 DCAF11 CLCN3 MXI1 FN3K ADIPOR1 XK HAGH NUDT4 TAL1 PDZK1IP1 SLC30A1 KAT2B RCL1 NR3C1 BACH1 VEZF1 DMTN SLC25A37 MPP1 FOXO3 HTATIP2	clusterPanc	qq_qn
HALLMARK_HYPOXIA	0.0188342309003139	0.0348782053709516	0.352487857583619	-0.280126500721003	-1.34996128471147	182	HMOX1 SDC3 IGFBP3 HK1 SLC2A3 ALDOC SLC2A1 GLRX ADM PFKFB3 S100A4 PGM2 PLAC8 LDHA ISG20 BCL2 AK4 B4GALNT2 PCK1 PFKP ALDOA PDK1 HK2 PRKCA KIF5A PLIN2 MYH9 TGM2 AKAP12 ETS1 TGFBI ZFP36 FOSL2 CAVIN1 CSRP2 PYGM LARGE1 PPFIA4 NCAN DCN SELENBP1 ADORA2B AMPD3 HS3ST1 ENO1 SERPINE1 PPP1R15A LDHC PPARGC1A PGK1	clusterPanc	qq_qn
HALLMARK_IL2_STAT5_SIGNALING	0.000200172140433146	0.000667240468110485	0.518848077743792	-0.332374423136819	-1.60453978731658	184	ADAM19 FGL2 SLC2A3 LTB RHOH NT5E EMP1 CAPG GLIPR2 NCS1 S100A1 SELL TNFRSF1B IRF8 CD83 IL18R1 AHNAK LRRC8C IL1RL1 SWAP70 BCL2 GBP4 CD48 RHOB ITIH5 IRF4 MYO1E PTGER2 PNP CAPN3 HK2 TNFRSF9 CTLA4 CA2 MAP3K8 BATF3 IL10RA PLIN2 SYT11 CASP3 TGM2 BATF SOCS1 IL4R CSF1 IL2RA ICOS SCN9A PRNP TRAF1 IL2RB AHR CDC6 CST7 CD86 IFITM3 PUS1 PTH1R TNFRSF8 SELP FLT3LG	clusterPanc	qq_qn
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.00873522995415081	0.0181983957378142	0.380730400722792	-0.353930524584754	-1.49933707233542	79	HMOX1 ITGA4 LTB ITGB3 IL2RG TNFRSF1B CD38 IL18R1 CXCL13 CSF2RB IRF1 A2M CXCL9 FAS CSF2RA MAP3K8 CD9 GRB2 ACVRL1 SOCS1 IL4R CSF1 IL2RA PLA2G2A OSMR	clusterPanc	qq_qn
HALLMARK_INFLAMMATORY_RESPONSE	4.97660078048546e-06	2.76477821138081e-05	0.610526878385931	-0.392606252372344	-1.86980837740103	156	GPR183 IFITM1 EMP3 PDE4B AXL ITGB3 ADM SELL TNFRSF1B LY6E IL7R IL18R1 RGS1 IRF1 CXCL9 ICAM1 CD48 CCR7 SEMA4D PTPRE PTGER2 SLC1A2 TNFRSF9 IL10RA BST2 GABBR1 LCK IL4R GPR132 CSF1 PTAFR ITGA5 CD69 CCRL2 CYBB BEST1 KCNA3 PDPN IL2RB OSMR ADORA2B AHR GP1BA P2RX7 ATP2B1 PIK3R5 ABI1 SERPINE1 CMKLR1 LYN STAB1 LPAR1 LIF LCP2 SRI TAPBP LTA CX3CL1 RGS16 C5AR1 CXCR6 IFNGR2 ATP2A2 PSEN1 CCL17 CHST2 KIF1B CALCRL SELE KLF6 CCL20 DCBLD2 NMI HIF1A CSF3R IL18 TNFSF15 RTP4 MET SCARF1 AQP9 RNF144B	clusterPanc	qq_qn
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.1966942262893e-09	9.97245188574418e-09	0.788186810800237	-0.554265849887364	-2.44284115934758	91	CD74 GBP2 PSMB9 IFITM1 SELL LY6E IFI27 IRF1 TAP1 ISG20 NCOA7 GBP4 C1S SP110 TRIM14 SAMD9L PSMB8 UBA7 LPAR6 BST2 CASP1 LAP3 IFI44L IL4R CSF1 WARS1 EPSTI1 UBE2L6 CCRL2 ISG15 CASP8 SAMD9 B2M IFI44 TRIM25 IFITM3 CD47	clusterPanc	qq_qn
HALLMARK_INTERFERON_GAMMA_RESPONSE	3.95368386492024e-19	9.88420966230061e-18	1.13308993200902	-0.551558511871603	-2.66934979779392	186	CD74 HLA-DMA CIITA FGL2 PSMB9 PDE4B ITGB7 LY6E IFI27 HLA-DRB1 IRF8 ARID5B MARCHF1 CD38 IDO1 CSF2RB IRF1 TAP1 ISG20 BANK1 CXCL9 ICAM1 GBP4 C1S FAS NUP93 SP110 PFKP JAK2 IRF4 PNP NLRC5 KLRK1 HLA-B MX2 TRIM14 SAMD9L PSMB8 IL10RA CASP3 BST2 CASP1 LAP3 CFH SECTM1 XAF1 IFI44L SOCS1 ST8SIA4 IRF5 OAS2 IL4R NOD1 WARS1 EPSTI1 CD69 HLA-G UBE2L6 ISG15 PTPN6 LATS2 CASP8 GPR18 IL2RB B2M UPP1 IFI44 P2RY14 TRIM25 CD86 IFITM3 CMKLR1 TNFAIP2 SELP VCAM1 PELI1 C1R LCP2 IFI30 SRI TAPBP SOCS3 APOL6 PIM1	clusterPanc	qq_qn
HALLMARK_KRAS_SIGNALING_DN	2.24891054407213e-05	8.03182337168617e-05	0.575610261071129	0.505916195255565	1.86197418954603	121	CLPS CPB1 CPA2 GP2 GAMT TENT5C EGF COQ8A GPRC5C IGFBP2 SLC38A3 ENTPD7 ARHGDIG MAGIX THNSL2 KLHDC8A BTG2 FGFR3	clusterPanc	qq_qn
HALLMARK_KRAS_SIGNALING_UP	5.69380776432409e-06	2.84690388216204e-05	0.610526878385931	-0.370034709310318	-1.77344299448058	172	ST6GAL1 ADAMDEC1 GPNMB IGFBP3 LAPTM5 SPARCL1 H2BC3 CTSS PIGR DOCK2 GLRX IL2RG MMP9 EMP1 TSPAN1 MMD ITGB2 TNFRSF1B IL7R IRF8 LCP1 PRDM1 IKZF1 SPON1 MAP4K1 BIRC3 CSF2RA LAT2 NIN TRIB2 SLPI USP12 CA2 PSMB8 IL10RA ITGA2 DUSP6 IL33 PDCD1LG2 CFH PLAT PLAU PRRX1 AKAP12 ETS1 KCNN4 HOXD11 PECAM1 ADAM17 FCER1G GYPC CD37 STRN TRAF1	clusterPanc	qq_qn
HALLMARK_MITOTIC_SPINDLE	1.53864507357105e-05	5.91786566758096e-05	0.575610261071129	-0.353469486801639	-1.72186899069879	192	ARHGAP4 DOCK2 FLNA LMNB1 FSCN1 RHOF ARHGEF2 TOP2A INCENP SEPTIN9 SPTAN1 MYO9B PLK1 RASA2 TPX2 BIN1 NUSAP1 SPTBN1 EPB41L2 NIN ITSN1 PLEKHG2 CDC42EP2 MYO1E DOCK4 KIF20B CDK1 CCNB2 SMC4 DLGAP5 KIF22 MYH9 PRC1 WASF1 KIF4A TUBA4A KNTC1 ANLN KLC1 ABR KIF2C OPHN1 PALLD ABI1 CKAP5 KIF11 VCL ARF6 ECT2 CENPJ SSH2 BUB1 MID1 DST BRCA2 CAPZB RAPGEF5 NEK2 MAP1S ARHGEF7 KIF23 NET1 NOTCH2 KATNA1 KIF1B SUN2	clusterPanc	qq_qn
HALLMARK_MTORC1_SIGNALING	0.030316361662272	0.0522695890728827	0.352487857583619	-0.25864452744827	-1.25994465733627	192	IGFBP5 CORO1A FGL2 SLA SKAP2 SLC2A3 SYTL2 SLC2A1 GLRX CTSC ITGB2 DAPP1 DHCR24 LDHA PLK1 DDX39A CCNF PRDX1 AK4 MCM4 EGLN3 ALDOA PDK1 TFRC PNP PSMA4 HK2 ACTR3 CD9 PPIA IDI1 WARS1 RRM2 ARPC5L TUBA4A CYB5B ENO1 SLC7A5 ACTR2 TXNRD1 SQLE PPP1R15A HMGCS1 PGK1 PFKL ATP5MC1 LGMN PIK3R3 IFI30 BUB1 TPI1 MLLT11 MCM2	clusterPanc	qq_qn
HALLMARK_MYC_TARGETS_V1	0.985507246376812	1	0.0165979932903049	0.17672726644636	0.689025499742498	198	PRDX4 IFRD1 PABPC4 SRM RPLP0 RSL1D1 IMPDH2 EPRS1 FBL EIF3D RPS5 EEF1B2 KARS1 POLD2 RACK1 CANX RPL6 MRPL23 HDAC2 GNL3 RPL14 EIF2S2 RPS2 HPRT1 PRDX3 DDX21 RPS10 CDK4 LSM2 EIF3J ACP1 YWHAQ ORC2 RPL18 HSPD1 RPS3 ILF2 ABCE1 XPOT GSPT1 TXNL4A FAM120A CCT4 IARS1 NPM1 SF3A1 HDDC2 MYC TRIM28 SMARCC1 EIF3B SERBP1 RPL34 CCT3 PSMA2 PRPS2 RPL22 CNBP TOMM70 SSBP1 CCT7 CLNS1A AIMP2 RAD23B EIF1AX HDGF MRPL9 MRPS18B PRPF31 UBA2	clusterPanc	qq_qn
HALLMARK_MYC_TARGETS_V2	0.930232558139535	0.968992248062016	0.0285038599247822	0.211979107161614	0.6904259905207	55	TMEM97 IPO4 BYSL SRM SORD SLC29A2 RCL1 TFB2M GNL3 PES1 CDK4 IMP4 WDR43 WDR74 MPHOSPH10 HSPD1 NPM1 NOC4L PPAN MYC	clusterPanc	qq_qn
HALLMARK_MYOGENESIS	0.0061475467484777	0.0139716971556311	0.407017918923954	-0.293703987058967	-1.40351425201421	163	MEF2C SPARC IGFBP3 CRYAB MYLK PDLIM7 MYH11 FHL1 FABP3 SCHIP1 COL4A2 HSPB8 SPTAN1 LSP1 FGF2 CDH13 PVALB NQO1 BIN1 FXYD1 TPM2 CNN3 PKIA MYH9 TAGLN NOTCH1 ACHE ITGA7 AEBP1 PYGM PRNP LARGE1 PPFIA4 LDB3 TNNT2 COL6A2 CKB	clusterPanc	qq_qn
HALLMARK_NOTCH_SIGNALING	0.67948717948718	0.772144522144522	0.0478299633114229	0.298495909883204	0.85151507494285	29	HEYL CCND1 FZD5 PSEN2 ST3GAL6 LFNG KAT2A APH1A	clusterPanc	qq_qn
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1	1	0.133554954557592	-0.0921635727814463	-0.449056131988842	198	NDUFA4 LDHA PDP1 CYCS LDHB SLC25A12 ALAS1 IDH3A ACO2 MAOB OGDH MDH1 ATP5MC3 ATP5MC1 SLC25A11 ATP6V1E1 ATP5F1B CPT1A MFN2 HCCS TIMM17A ATP6V0C COX6A1 COX6C BDH2 MRPL15 ISCU UQCRC2 MPC1 CYC1 MGST3 ATP1B1 NDUFS1 COX10 ATP6V1F ATP5PO IDH3B NDUFB8 NDUFA8 NDUFV1 DLAT SDHA	clusterPanc	qq_qn
HALLMARK_P53_PATHWAY	0.312994350282486	0.401274808054469	0.0738052724171275	0.275709852753312	1.06904622034411	182	NUPR1 ABAT COQ8A PLK2 PERP EPS8L2 DDIT4 ST14 EPHX1 VWA5A TOB1 SEC61A1 GLS2 IER3 TRIAP1 CD82 BTG2 TM4SF1 CCNG1 BTG1 STEAP3 JAG2 JUN H2AJ TM7SF3 EI24 OSGIN1 SLC19A2 PDGFA SESN1 CTSF PITPNC1 ACVR1B ABHD4 KIF13B RPS27L FAM162A TPD52L1 SLC3A2 RACK1 ELP1 ALOX15B	clusterPanc	qq_qn
HALLMARK_PANCREAS_BETA_CELLS	1.00454874666179e-10	1.25568593332724e-09	0.839088935621274	0.835701513927398	2.46005443142359	33	INS GCG SST SCGN IAPP FOXA2 NKX6-1 G6PC2 PAK3 PAX6 ABCC8 CHGA PCSK2 SRPRB INSM1 PDX1 PCSK1 NEUROD1 MAFB STXBP1 SYT13 FOXO1 SEC11A SLC2A2 HNF1A	clusterPanc	qq_qn
HALLMARK_PEROXISOME	0.0388349514563107	0.0617098435117926	0.252961123069611	0.392879400777779	1.40559154423612	99	CEL ALB TTR ALDH1A1 ABCC8 EPHX2 MLYCD CRAT CADM1 ECI2 ABCD3 SERPINA6 ACOX1 EHHADH IDH1 DHRS3 ISOC1 PEX2 SLC35B2 SCP2 ABCD1 HSD3B7 PEX11A RDH11 HSD17B11 PEX6 LONP2 ERCC3	clusterPanc	qq_qn
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0178968735734093	0.0344170645642486	0.352487857583619	-0.322885661609335	-1.43313706301217	102	PRKCB SLA SLC2A1 IL2RG CFL1 DAPP1 PDK1 E2F1 PFN1 CDK1 GNA14 ACTR3 GRB2 YWHAB GRK2 LCK NOD1 RPS6KA1 AP2M1 CAB39 ACTR2 PLCG1 CAMK4 PIK3R3 ADCY2	clusterPanc	qq_qn
HALLMARK_PROTEIN_SECRETION	0.031980319803198	0.0533005330053301	0.282013350011725	0.406116305541908	1.43667358534132	95	TOM1L1 ICA1 BNIP3 PAM SCRN1 LMAN1 SEC24D TMED10 ARFGAP3 TMED2 SEC31A ARCN1 COPB2 SCAMP1 GNAS USO1 KRT18 GOLGA4 YIPF6 SEC22B BET1 OCRL CLCN3 ERGIC3 TPD52 TMX1 SCAMP3 COPB1 EGFR RAB9A TSG101 CD63 ARFGEF2 NAPA LAMP2 AP3B1 GOSR2 STAM IGF2R ATP1A1 VAMP4 RPS6KA3 DOP1A	clusterPanc	qq_qn
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.215686274509804	0.283797729618163	0.190023305279108	-0.302693017043226	-1.15958652418159	47	GLRX LSP1 NQO1 PRDX1 PFKP IPCEF1 PRNP FES TXNRD1 MBP ATOX1 MSRA SOD1 TXN	clusterPanc	qq_qn
HALLMARK_SPERMATOGENESIS	0.557881773399015	0.648699736510482	0.0501934252649434	0.268188436144322	0.943731092210148	92	CFTR SCG5 ADCYAP1 MAP7 SCG3 ZNRF4 PCSK1N HBZ PRKAR2A POMC NPHP1 ACE RAD17 ZC2HC1C CLPB STAM2 CNIH2 PSMG1	clusterPanc	qq_qn
HALLMARK_TGF_BETA_SIGNALING	0.17948717948718	0.249287749287749	0.219250346703755	-0.302886858436815	-1.17915812701595	52	ID1 ID3 RAB31 THBS1 BCAR3 SPTBN1 SLC20A1 SERPINE1 PPP1R15A SKI ENG FKBP1A ID2 TGFB1 PPP1CA IFNGR2	clusterPanc	qq_qn
HALLMARK_TNFA_SIGNALING_VIA_NFKB	3.39581035793244e-06	2.12238147370778e-05	0.627256739718528	-0.379032952926408	-1.82980370138303	177	TNC SLC2A3 ETS2 GPR183 PDE4B PFKFB3 PLEK EGR3 IL7R KYNU CD83 SNN TUBB2A LAMB3 IRF1 TAP1 SAT1 LITAF ICAM1 RHOB EHD1 TSC22D1 BIRC3 BCL2A1 PTPRE IER5 DUSP2 TNFRSF9 MAP3K8 PLPP3 PLAU STAT5A CSF1 ZFP36 FOSL2 CD69 CCRL2 KLF2 TRAF1 ATP2B1 ZC3H12A B4GALT5 SERPINE1 PPP1R15A KLF4 AREG NR4A3 SERPINB8 TNFAIP2 NFKB2 ID2 CFLAR LIF GADD45A SLC2A6	clusterPanc	qq_qn
